name,capacity_mw,primary_fuel,commissioning_year,State,Plant Name,Generation (kWh),Fuel Consumption for Electric Generation (MMBtu),Metric Tonnes of CO2 Emissions,emissions_per_KWh
berry cogen tanne hills 18,17.6,Gas,1987,CA,Berry Cogen Tanne Hills 18,78487000,661798,81822.15776,0.001042493
berry placerita cogen,42.8,Gas,1990,CA,Berry Placerita Cogen,266165000,1500086,177891.7762,0.000668351
bethel,12.6,Oil,1981,AK,Bethel,42506000,400833,29325.20831,0.000689908
bethlehem energy center,893.1,Gas,2005,NY,Bethlehem Energy Center,4544459000,31976527,1697009.683,0.000373424
bethlehem power plant,1153,Gas,2003.169558,PA,Bethlehem Power Plant,4721993000,38414738,2040480.002,0.000432123
bethlehem renewable energy llc,5.5,Waste,2008,,,,,,
bethpage power plant,240,Gas,1998.65,NY,Bethpage Power Plant,352971000,3180748,168803.8277,0.000478237
bicounty gas producers,3,Waste,2013,,,,,,
big bend,1903.5,Coal,1977.675598,FL,Big Bend,3850002000,45737621,2955073.173,0.000767551
big brown,1186.8,Coal,1972.5,,,,,,
big cajun 1,492.8,Gas,1987.62987,LA,Big Cajun 1,130766000,1633738,86703.26222,0.000663041
big cajun 2,1902.9,Coal,1981.979558,LA,Big Cajun 2,3273954000,38663986,2987085.416,0.000912379
big sand draw plant,8,Gas,2015,WY,Big Sand Draw Plant,26685000,278913,14802.04719,0.000554695
big sandy,280.5,Gas,1963,KY,Big Sandy,1062894000,10603604,562738.3694,0.00052944
big sandy peaker plant,353.4,Gas,2001,WV,Big Sandy Peaker Plant,245748000,2745950,145728.8885,0.000593001
big stone,451,Coal,1975,SD,Big Stone,2619088000,26801591,2698883.177,0.001030467
big valley power llc,9.3,Waste,1983,,,,,,
binghamton cogen,47.7,Gas,1992,,,,,,
biola university,2.2,Gas,1995.454545,,,,,,
biomass one lp,40,Waste,1994.625,,,,,,
biomass to energy facility kauai,10.3,Waste,2015.805825,HI,"Biomass to Energy Facility, Kauai",178360,2078,152.0278592,0.000852365
biotech ls 0836,1,Oil,2009,,,,,,
birchwood power,258.3,Coal,1996,VA,Birchwood Power,48334000,705161,65031.8464,0.001345468
bird city,4,Oil,1965.5,KS,Bird City,0,174,12.72995548,inf
biron mill,61.6,Coal,1968.185065,WI,Biron Mill,164179000,1944459,252089.2716,0.001535454
black dog,324.8,Gas,1981.768473,MN,Black Dog,1780228000,14093658,747957.2154,0.000420147
black hawk station,243.9,Gas,2001.878229,TX,Black Hawk Station,1244967724,5475496,928046.8525,0.000745438
black mountain generating station,121,Gas,2008,AZ,Black Mountain Generating Station,98009000,1007101,53447.33494,0.000545331
black oak power producers,4,Waste,2015,,,,,,
blackburn landfill cogeneration,2.9,Waste,2000.275862,,,,,,
blacksand generating facility,8,Gas,2000.45,,,,,,
blewett,94.6,Oil,1955.657505,NC,Blewett,-535000,4968,363.4621773,-0.000679369
block island,4.6,Oil,2003.304348,RI,Block Island,83000,1132,82.81787131,0.000997806
bloomfield,8.5,Gas,1964.2,IA,Bloomfield,0,625,33.55076437,inf
blooming prairie,6.8,Oil,2001.367647,MN,Blooming Prairie,115000,1150,84.13476326,0.000731607
bloomington power plant,10.2,Oil,1999,,,,,,
blossburg,24,Gas,1971,PA,Blossburg,783000,50251,2666.844763,0.003405932
blount street,100,Gas,1959,WI,Blount Street,43290000,726728,38567.80484,0.000890917
blue earth,11,Oil,1994.790909,MN,Blue Earth,79000,615,44.99380818,0.000569542
blue lake,559.4,Gas,1992.431534,MN,Blue Lake,67001000,773965,41780.28246,0.000623577
blue lake power llc,13.8,Waste,1985,,,,,,
blue ridge generating,1.6,Waste,2013,,,,,,
blue ridge landfill,6.4,Waste,2013,,,,,,
blue spruce energy center,397.8,Gas,2003,CO,Blue Spruce Energy Center,427876000,5165928,274240.6157,0.000640935
blue valley,115,Gas,1961.956522,MO,Blue Valley,20803000,283675,15054.76882,0.000723683
blue water renewables inc,3.2,Waste,2012,,,,,,
bluegrass generating station,624,Gas,2002,KY,Bluegrass Generating Station,145829000,1607313,85300.87475,0.000584938
bluffview,67,Gas,2005,NM,Bluffview,398748000,3110548,165078.2799,0.000413991
blythe energy inc,591,Gas,2004,CA,Blythe Energy Inc,1468625000,11053297,586603.7934,0.000399424
boardman,642.2,Coal,1980,OR,Boardman,2573942000,26297027,2554828.399,0.000992574
boise cascade pulp  paper mill,18,Gas,1996,AL,Boise Cascade Pulp & Paper Mill,40959840,223897,148188.4069,0.003617895
bonanza,499.5,Coal,1986,UT,Bonanza,3737947000,37672168,3514286.351,0.000940165
bonanza bioenergy llc,2,Gas,2008,KS,Bonanza BioEnergy LLC,4979000,24268,58496.14212,0.011748572
boomer lake station,6,Oil,2004,OK,Boomer Lake Station,26000,236,17.26591663,0.000664074
borger plant,37.5,Gas,1985,TX,Borger Plant,7458895,34778,8745.325426,0.001172469
bosque county peaking,807,Gas,2003.406444,TX,Bosque County Peaking,4256899000,29711604,1576809.129,0.000370413
bostic delivery no 2,1,Oil,2007,NC,Bostic Delivery No 2,-15000,12,0.877927964,-5.85E-05
boston medical center chp plant,2,Gas,2017,MA,Boston Medical Center CHP Plant,15290000,169480,8994.385196,0.000588253
boulder park,24.6,Gas,2002,WA,Boulder Park,66910000,606185,32170.5298,0.000480803
boulevard,15.6,Oil,1970,GA,Boulevard,-17000,1723,126.0558236,-0.007415048
bountiful city,30.4,Gas,2010.118421,UT,Bountiful City,16130000,173009,9181.670925,0.000569229
bowen,3498.6,Coal,1973.402332,GA,Bowen,10987087000,108237362,10093815.85,0.000918698
bowerman power lfg  llc,23.8,Waste,2016,,,,,,
bowline point,1242,Gas,1973,NY,Bowline Point,286744060,3202894,169979.1266,0.00059279
bowling green,8.8,Oil,1994.636364,,,,,,
bowling green generating station,49.5,Gas,2000,OH,Bowling Green Generating Station,2533000,42411,2250.772189,0.00088858
bowling green peaking,32,Gas,2000,OH,Bowling Green Peaking,1332000,17928,951.4475914,0.0007143
boydton plank road cogen plant,10.2,Oil,1997.941176,VA,Boydton Plank Road Cogen Plant,133000,1254,91.74347228,0.000689801
bradley energy center,5.8,Gas,2004.62069,CT,Bradley Energy Center,15274000,111624,12127.71949,0.000794011
brandon shores,1370,Coal,1987.5,MD,Brandon Shores,2231445000,27881300,2594657.152,0.00116277
brandon station,21,Gas,1990,TX,Brandon Station,20468000,209566,11352.04133,0.000554624
brandy branch,783.1,Gas,2002.165113,FL,Brandy Branch,3754810000,26284890,1395056.156,0.000371538
brandywine power facility,288.8,Gas,1996,MD,Brandywine Power Facility,706194000,6031581,321044.2524,0.000454612
branford,21.8,Oil,1967,CT,Branford,128000,2058,148.7947498,0.001162459
brea expansion plant,35.7,Waste,2012,,,,,,
breese,16.9,Oil,1990.301775,IL,Breese,288000,3800,278.0105221,0.000965314
bremo bluff,254.2,Gas,1955.828482,,,,,,
brent run generating station,5.4,Waste,2007.62963,,,,,,
brentwood,47,Gas,2001,NY,Brentwood,50423000,558410,29635.08755,0.00058773
brevard,9.6,Waste,2008,,,,,,
brevig mission,1.1,Oil,2010,AK,Brevig Mission,1188000,11894,870.1729341,0.000732469
bridge street 1  2,5.2,Oil,2010,CT,Bridge Street 1 & 2,484000,4815,352.2685957,0.000727828
bridgeport energy project,520,Gas,1998.346154,CT,Bridgeport Energy Project,2462934000,17418883,924428.5071,0.000375336
bridgeport fuel cell park,16.6,Gas,2014,,,,,,
bridgeport gas processing plant,10.4,Gas,2005.384615,TX,Bridgeport Gas Processing Plant,51409820,523893,27803.25374,0.000540816
bridgeport station,418.6,Coal,1967.955566,CT,Bridgeport Station,2100031000,14472763,806836.5183,0.000384202
bridgewater power lp,20,Waste,1987,NH,Bridgewater Power LP,84460,1335,97.66948604,0.001156399
bristol myers squibb lawrenceville,5.6,Gas,1994.142857,NJ,Bristol Myers Squibb Lawrenceville,31554000,424888,22622.44034,0.000716944
bristol myers squibb new brunswick,10.5,Gas,1992.666667,NJ,Bristol Myers Squibb New Brunswick,44639000,217244,34053.27995,0.000762859
bristol myers squibb wallingford,7.7,Gas,1998.753247,,,,,,
bristol plant,5.4,Waste,2016,VA,Bristol Plant,249922,3246,237.4795144,0.000950215
broad mountain,11,Waste,2009,,,,,,
broad river energy center,985,Gas,2000.4,SC,Broad River Energy Center,425156000,4693171,249506.2278,0.000586858
broadridge cogen,4.2,Gas,2008,CA,Broadridge Cogen,14415000,159938,8487.986662,0.00058883
broadway in,141.9,Gas,1977.257928,,,,,,
broken bow,8.7,Gas,1960.643678,NE,Broken Bow,56000,356121,18905.66052,0.337601081
bronx zoo,3.6,Gas,1992.666667,NY,Bronx Zoo,21594000,131569,14533.29827,0.000673025
brooklyn,2.3,Oil,2012,IA,Brooklyn,7000,72,5.267567787,0.00075251
brooklyn city north plant,2,Oil,2002,,,,,,
brooklyn navy yard cogeneration,322,Gas,1996,NY,Brooklyn Navy Yard Cogeneration,1892243000,11133963,963500.9346,0.000509185
brookside newark,3.1,Gas,2012,DE,Brookside Newark,19245000,150421,7982.91489,0.000414805
broshco fabricated products,4.7,Gas,2001.93617,OH,Broshco Fabricated Products,2965000,28078,1491.38667,0.000502997
brown county lfgte power station,4.8,Waste,2017,,,,,,
brown station road plant i,2.7,Waste,1987,,,,,,
brown station road plant ii,4,Waste,2004,,,,,,
brownsville peaking power,460,Gas,1999,TN,Brownsville Peaking Power,489287000,7002427,371622.1722,0.000759518
brunner island,1624.2,Gas,1966.203177,PA,Brunner Island,2587597000,28773041,2150934.515,0.000831248
brunot island,365.4,Gas,1973.324302,PA,Brunot Island,71539000,786029,41723.71687,0.00058323
brunswick,6,Oil,1960,,,,,,
brunswick county power station,1472.2,Gas,2016,VA,Brunswick County Power Station,8333358000,57324273,3042226.767,0.000365066
brunswick landfill gas,10.5,Waste,2007,VA,Brunswick Landfill Gas,1790340,20218,1479.162299,0.000826191
brush generation facility,297.2,Gas,1996.071332,CO,Brush Generation Facility,172380000,1962865,104170.1906,0.000604306
bryan oh,39.3,Gas,1975.038168,OH,Bryan (OH),2359000,40066,2148.340749,0.0009107
bryan tx,22,Gas,1975,TX,Bryan (TX),1785000,31094,1650.17355,0.000924467
bryan peaking,10.8,Oil,1999,OH,Bryan Peaking,382000,3794,277.5715581,0.000726627
buchanan generation llc,88,Gas,2002,VA,Buchanan Generation LLC,343967000,3365274,178596.7114,0.000519226
buck,697.9,Gas,2011,NC,Buck,4392284000,31289774,1660563.371,0.000378064
bucknell university,5.9,Gas,1996.576271,PA,Bucknell University,34709000,165635,27316.11307,0.000787004
bucksport generation llc,282.8,Gas,1998.623762,ME,Bucksport Generation LLC,1362000,17032,976.6630801,0.00071708
buena vista biomass power,22.5,Waste,2013,,,,,,
bull run,950,Coal,1967,TN,Bull Run,1551288000,14371379,1337090.555,0.000861923
bull street plant,2,Gas,2005,SC,Bull Street Plant,10780,284,15.07201673,0.001398146
bunge north america east llc,2,Gas,1951,IN,Bunge North America East LLC,10008000,55738,31829.65809,0.003180421
bunge oil,3.5,Gas,1990,,,,,,
buras,20.7,Gas,1971,,,,,,
burgess biopower,75,Waste,2013,NH,Burgess BioPower,258760,3422,250.3557912,0.000967521
burlingame,4,Gas,1971.225,KS,Burlingame,5000,61,3.357840462,0.000671568
burlington co,129.4,Oil,1977,CO,Burlington (CO),2962000,38618,2825.318511,0.000953855
burlington ia,290.8,Coal,1975.248624,IA,Burlington (IA),1145869000,12304254,1194481.081,0.001042424
burlington ks,11.4,Gas,1986.096491,KS,Burlington (KS),101920,1168,84.92931047,0.000833294
burlington gt,25.5,Oil,1971,VT,Burlington GT,80000,1507,110.2531202,0.001378164
burney forest products,31,Waste,1989,CA,Burney Forest Products,11899708,176923,12473.31447,0.001048203
burnside alumina plant,12,Gas,1958,LA,Burnside Alumina Plant,54223455,373985,153262.1372,0.002826492
burwell,3.9,Oil,1965.487179,NE,Burwell,26000,330,24.14301902,0.000928578
bushnell,10.8,Oil,1979.444444,IL,Bushnell,84000,899,65.77143667,0.000782993
butler municipal power plant,12.3,Oil,1985.601626,MO,Butler Municipal Power Plant,71000,827,60.50386888,0.000852167
butlerwarner generation plant,303.4,Gas,1980.266974,NC,Butler-Warner Generation Plant,9092000,189952,10084.84204,0.0011092
buxton,15,Oil,1991,NC,Buxton,549000,7184,525.586208,0.000957352
c d mcintosh jr,890.4,Gas,1988.82345,FL,C D McIntosh Jr,3146756000,27235470,1834463.872,0.00058297
c p kelco san diego plant,28,Gas,1983,CA,C P Kelco San Diego Plant,90100000,500842,60084.75391,0.000666867
c r wing cogen plant,230,Gas,1987.326087,TX,C R Wing Cogen Plant,1002484000,9004958,480624.5362,0.000479434
c w burdick,142.8,Gas,1999.078431,NE,C W Burdick,7063000,116771,6351.48624,0.000899262
ch sugar plant,8,Other,1957.5,,,,,,
cbs studio center,2.4,Gas,2013,CA,CBS Studio Center,8754100,79253,4205.994866,0.00048046
cc landfill energy  llc,12,Waste,2012,,,,,,
cc perry k,23.4,Gas,1939.982906,IN,CC Perry K,24088980,99686,217508.2439,0.009029367
cccsd wastewater treatment plnt,3.5,Gas,1996,CA,CCCSD Wastewater Treatment Plnt,21544320,136381,18014.29729,0.000836151
ccsu cogenstby gen,3.6,Gas,2002.527778,CT,CCSU Co-Gen-STBY Gen,8650000,33540,5322.438584,0.000615311
ccsu fuel cell project,1.4,Gas,2012,CT,CCSU Fuel Cell Project,11244000,78529,5311.240713,0.000472362
ces placerita power plant,90,Gas,1988,,,,,,
cf industries yazoo city complex,25,Gas,1984,MS,CF Industries Yazoo City Complex,151885000,863719,98747.02421,0.000650143
cfb power plant,310,Gas,2012,TX,CFB Power Plant,948355000,11823125,627458.936,0.000661629
ch resources beaver falls,107.8,Gas,1995,NY,CH Resources Beaver Falls,1912000,12801,1016.458931,0.000531621
ch resources syracuse,102.7,Gas,1994,NY,CH Resources Syracuse,13628000,126282,6701.846538,0.00049177
cid gas recovery,3,Waste,1989,,,,,,
cii methane management iii lfg plant,1.6,Waste,2014,,,,,,
cii methane management iv  llc,1.6,Waste,2014,,,,,,
cip iiar bridgewater holdings  njcoe,5,Gas,2002,NJ,CIP II/AR Bridgewater Holdings - NJCOE,22663480,101161,19907.39344,0.000878391
citgo refinery powerhouse,75,Gas,1951,,,,,,
cmlp generating facility no 2,56.1,Gas,2017,KS,CML&P Generating Facility No. 2,65204000,595390,31597.63395,0.000484597
cnn center,13,Oil,2000.192308,GA,CNN Center,300000,3033,221.896293,0.000739654
coc surry lfg  llc,1.6,Waste,2013,,,,,,
cp crane power  llc,415.8,Coal,1962.238095,,,,,,
cpi usa nc roxboro,67.5,Waste,1987,NC,CPI USA NC Roxboro,169102975,2353992,206441.7328,0.001220805
cpi usa nc southport,135,Waste,1987,NC,CPI USA NC Southport,242179660,1419569,407563.9137,0.001682899
cpv st charles energy center,746,Gas,2017,MD,CPV St Charles Energy Center,4198193000,29808005,1581925.176,0.000376811
csl behring llc,4.2,Gas,1993,IL,CSL Behring LLC,31342000,464952,25224.71826,0.000804822
csl gas recovery,11.2,Waste,1991.160714,,,,,,
csu east bay,1.4,Gas,2011,CA,CSU East Bay,4678000,30115,2661.643856,0.00056897
csu northridge plant,2,Gas,2005.7,,,,,,
csuci site authority,31.1,Gas,1988,CA,CSUCI Site Authority,2412000,17593,1150.090403,0.00047682
csuf trigeneration,8.5,Gas,2012.682353,CA,CSUF Trigeneration,28249000,139000,18177.1706,0.000643462
ct resource rec authority facility,90,Waste,1988,CT,CT Resource Rec Authority Facility,252925000,5464226,228431.1332,0.000903158
cabras 1,212,Oil,1974,,,,,,
cadillac renewable energy,44,Waste,1993,,,,,,
caithness long island energy center,348.9,Gas,2009,NY,Caithness Long Island Energy Center,2186105000,16301617,865172.4723,0.00039576
calpeak power border peaker plant,60.5,Gas,2001,CA,CalPeak Power Border Peaker Plant,8892000,88002,4670.308508,0.000525226
calpeak power enterprise peaker plant,58.9,Gas,2001,CA,CalPeak Power Enterprise Peaker Plant,5493000,61039,3239.369117,0.000589727
calpeak power panoche peaker plant,60.5,Gas,2002,CA,CalPeak Power Panoche Peaker Plant,6627000,76039,4035.426339,0.000608937
calpeak power vaca dixon peaker plant,60.5,Gas,2002,CA,CalPeak Power Vaca Dixon Peaker Plant,7997000,87279,4631.93855,0.00057921
calabasas gas to energy facility,13.8,Waste,2010,,,,,,
calcasieu,358.8,Gas,2000.514214,LA,Calcasieu,117899000,1326908,70419.6464,0.000597288
caledonia,801,Gas,2003,MS,Caledonia,3958083000,27410714,1454699.789,0.000367526
calhoun energy center,748,Gas,2003,AL,Calhoun Energy Center,334922000,3609248,192202.9044,0.000573874
california institute of technology,13,Gas,2003,CA,California Institute of Technology,88134000,428698,59753.75332,0.000677988
california state university san bernardi,1.4,Gas,2013,,,,,,
calumet energy team llc,312.8,Gas,2002,IL,Calumet Energy Team LLC,14330000,146725,7786.76639,0.000543389
calvert city,26.7,Gas,2000,KY,Calvert City,212522800,870503,205466.5615,0.000966798
cambalache,247.5,Oil,,,,,,,
cambria cogen,98,Coal,1991,PA,Cambria Cogen,110109000,1198522,131952.2292,0.001198378
cambridge,4,Oil,2005,NE,Cambridge,4000,58,4.243318495,0.00106083
cambridge ct,194.2,Gas,2003.266735,MN,Cambridge CT,659000,52008,2959.906552,0.004491512
camden plant holding llc,157,Gas,1993,,,,,,
camden resource recovery facility,35,Waste,1991,NJ,Camden Resource Recovery Facility,150138000,3401539,141811.4474,0.000944541
camden south carolina,30,Gas,1977.966667,SC,Camden South Carolina,0,0,57482.28364,inf
campbell industrial park,113,Other,2009,HI,Campbell Industrial Park,93751967,1601663,117178.7281,0.00124988
campbell village,1.3,Oil,1972.307692,NE,Campbell Village,0,6,0.438963982,inf
cana gas processing plant,7.5,Oil,2010.666667,OK,Cana Gas Processing Plant,1445500,13905,1017.299029,0.00070377
canaday,108.8,Gas,1958,NE,Canaday,892000,12081,641.1444864,0.000718772
canal,1165,Oil,1971.982833,MA,Canal,195626000,2076713,122227.443,0.000624802
cane island,735.5,Gas,2004.359619,FL,Cane Island,3657303000,26956487,1430600.654,0.000391163
cane run,823.3,Gas,2014.069476,KY,Cane Run,5163413000,35111886,1863404.695,0.000360886
cannon falls energy center,346.8,Gas,2008,MN,Cannon Falls Energy Center,103198000,1130372,60692.02029,0.000588112
canton north carolina,52.5,Coal,1953.428571,NC,Canton North Carolina,155874981,862929,797239.9079,0.005114611
canyon power plant,200,Gas,2011,CA,Canyon Power Plant,123153000,1330007,70584.11182,0.000573142
cape canaveral,1295,Gas,2013,FL,Cape Canaveral,6676862000,44330563,2354155.203,0.000352584
cape gas turbine,35,Oil,1970,ME,Cape Gas Turbine,1456000,35465,2594.642938,0.001782035
capitol district energy center,70.5,Gas,1988,CT,Capitol District Energy Center,6102000,70645,3749.164162,0.000614416
capitol heat and power,2,Oil,2011,,,,,,
carbon limestone,25.6,Waste,2004.070313,,,,,,
cardinal,1880.4,Coal,1970.456711,OH,Cardinal,9640233000,95588270,8911067.196,0.000924362
cargill corn milling division,40,Gas,1953,IA,Cargill Corn Milling Division,103443517,496676,308920.5128,0.002986369
cargill salt,4.2,Gas,1993.666667,MI,Cargill Salt,6191510,35128,63152.01546,0.010199776
cargill salt hersey,2.1,Gas,1998,MI,Cargill Salt Hersey,1698470,25976,2182.629691,0.001285056
caribou generation station,27.4,Oil,1950.974453,,,,,,
carl bailey,120,Gas,1966,AR,Carl Bailey,15894000,197115,10460.98795,0.000658172
carleton college,7.8,Oil,2008.384615,MN,Carleton College,45000,411,30.06903278,0.000668201
carlls corner,83.8,Gas,1973,NJ,Carlls Corner,5911000,100631,5431.975098,0.00091896
carlyle,9.5,Oil,1992.421053,IL,Carlyle,362000,3640,266.3048159,0.000735649
carmi,16.1,Oil,1967.453416,IL,Carmi,44000,465,34.01970862,0.000773175
caro,9.4,Oil,1976.489362,MI,Caro,7840,83,6.072335087,0.000774533
carr street generating station,122.6,Gas,1993,NY,Carr Street Generating Station,50152000,440621,23383.96861,0.000466262
carroll county energy,832.3,Gas,2018,OH,Carroll County Energy,5201771000,36289446,1925898.371,0.000370239
carrollton,20.6,Gas,1969.461165,,,,,,
carson cogeneration,55.8,Gas,1990,CA,Carson Cogeneration,24729000,214808,14732.15337,0.000595744
carson icegen project,125.5,Gas,1995,CA,Carson Ice-Gen Project,272976489,2172965,138477.8156,0.000507288
carthage,41.8,Gas,1965.074163,MO,Carthage,-188000,8937,562.4064321,-0.002991524
carthage energy llc,62.9,Gas,1991,NY,Carthage Energy LLC,3163000,31698,1682.228121,0.000531846
carty generating station,500,Gas,2016,OR,Carty Generating Station,2989615000,20839160,1105944.254,0.000369929
carville energy llc,570,Gas,2003,LA,Carville Energy LLC,2970427000,19468298,1300325.029,0.000437757
cascade,5.2,Oil,1976.153846,IA,Cascade,43000,412,30.12210326,0.000700514
cascade creek,84.9,Gas,1990.869258,MN,Cascade Creek,20340000,235686,12636.76765,0.000621277
casey city of,5.4,Oil,2002,IL,Casey City of,36000,390,28.53265884,0.000792574
